epoch,NDCG@10,e_time,f1,loss,lr,p10,p5,r1,r10,r5,val_NDCG@10,val_e_time,val_f1,val_loss,val_lr,val_p10,val_p5,val_r1,val_r10,val_r5
0,0.049842365086078644,63.30123996734619,0.0027522495947778225,7.053699970245361,4.99505e-05,0.008388737216591835,0.011858874931931496,0.02359478548169136,0.08388737589120865,0.05929437652230263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0.10841774195432663,60.84097957611084,0.003266146406531334,6.399537563323975,4.9901002e-05,0.01715432107448578,0.025652922689914703,0.05883852019906044,0.1715431809425354,0.12826699018478394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,0.16640588641166687,60.90801954269409,0.004468634724617004,5.774715900421143,4.9851504e-05,0.025776127353310585,0.0392155684530735,0.09357963502407074,0.2577636241912842,0.1960754096508026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,0.2097843885421753,60.92835831642151,0.006943476852029562,5.399444580078125,4.9802005e-05,0.03190801292657852,0.049596045166254044,0.12140338867902756,0.31908249855041504,0.24798253178596497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,0.242117241024971,60.868775844573975,0.008957449346780777,5.14180850982666,4.9752507e-05,0.0362120158970356,0.057160019874572754,0.14371709525585175,0.36212024092674255,0.28580009937286377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,0.26636964082717896,60.90545058250427,0.010112768970429897,4.968462944030762,4.970301e-05,0.039250150322914124,0.06263405829668045,0.16211509704589844,0.3924991488456726,0.31317034363746643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,0.28379905223846436,60.902583837509155,0.010500282980501652,4.842563629150391,4.965351e-05,0.04138779640197754,0.0666348785161972,0.17523448169231415,0.4138777554035187,0.33317670226097107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,0.29729756712913513,60.95227313041687,0.011108338832855225,4.748788356781006,4.9604012e-05,0.04301014915108681,0.06979035586118698,0.1859717071056366,0.4301016330718994,0.34894707798957825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,0.31016409397125244,60.933552742004395,0.011247607879340649,4.666215896606445,4.9554514e-05,0.044443219900131226,0.0725933387875557,0.19714608788490295,0.44443199038505554,0.36296650767326355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,0.31943896412849426,60.89046931266785,0.011538402177393436,4.603461742401123,4.9505015e-05,0.04548515006899834,0.07466499507427216,0.2049214094877243,0.4548489451408386,0.37332502007484436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,0.3277125060558319,60.90600085258484,0.011781538836658001,4.54651403427124,4.9455517e-05,0.0464092381298542,0.07646506279706955,0.21185046434402466,0.46409469842910767,0.3823276460170746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,0.33541399240493774,60.86068630218506,0.01177885290235281,4.491579055786133,4.940602e-05,0.0473436675965786,0.07814306020736694,0.21831196546554565,0.4734339416027069,0.39071545004844666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,0.34188219904899597,60.87681198120117,0.01208124216645956,4.450875759124756,4.935652e-05,0.04801340028643608,0.07960984855890274,0.2239038348197937,0.48013389110565186,0.39805126190185547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,0.34789958596229553,60.91194248199463,0.012339320033788681,4.413756847381592,4.9307022e-05,0.04870649799704552,0.08102835714817047,0.22885984182357788,0.48706528544425964,0.405139297246933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,0.35336366295814514,60.87533974647522,0.012439858168363571,4.373157978057861,4.9257524e-05,0.04927201569080353,0.08210135251283646,0.23410338163375854,0.49272027611732483,0.4105090796947479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,0.35795357823371887,60.908987522125244,0.012528627179563046,4.342998504638672,4.9208025e-05,0.04976928234100342,0.08317902684211731,0.23800507187843323,0.49769264459609985,0.4158952236175537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,0.3627360165119171,60.88751554489136,0.01266506314277649,4.310760498046875,4.9158527e-05,0.05029991269111633,0.08425203710794449,0.24235326051712036,0.5029993057250977,0.42126500606536865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,0.36678987741470337,60.90200614929199,0.013027145527303219,4.283222198486328,4.910903e-05,0.05071834474802017,0.08506882935762405,0.2461637705564499,0.507186233997345,0.4253443479537964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,0.3711133599281311,60.8929238319397,0.012948461808264256,4.254963397979736,4.905953e-05,0.05121656507253647,0.08602314442396164,0.24981999397277832,0.5121632218360901,0.4301133453845978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,0.37383124232292175,60.89927577972412,0.013265354558825493,4.231892108917236,4.9010032e-05,0.051477234810590744,0.08669363707304001,0.25219979882240295,0.5147721767425537,0.4334656596183777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,0.3782906234264374,60.9018018245697,0.013147572986781597,4.20474100112915,4.8960534e-05,0.052002958953380585,0.0874977856874466,0.25600332021713257,0.5200297236442566,0.43748655915260315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,0.38039129972457886,60.91010284423828,0.013209261931478977,4.1853346824646,4.8911035e-05,0.05232442170381546,0.08808691054582596,0.2570178806781769,0.5232441425323486,0.44043678045272827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,0.38349372148513794,60.900585889816284,0.013494426384568214,4.164953231811523,4.8861537e-05,0.05251259729266167,0.08877088129520416,0.2606320381164551,0.5251259803771973,0.44385454058647156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,0.38650286197662354,60.886932373046875,0.01386964600533247,4.147183418273926,4.881204e-05,0.05284829065203667,0.08931561559438705,0.2633017301559448,0.528482973575592,0.4465780258178711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,0.39001959562301636,60.9124813079834,0.013753361999988556,4.126358985900879,4.876254e-05,0.053256016224622726,0.09012631326913834,0.2663618326187134,0.5325599908828735,0.45063164830207825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,0.39224570989608765,60.93805766105652,0.013789374381303787,4.106334209442139,4.8713042e-05,0.053465958684682846,0.09064622223377228,0.26860371232032776,0.5346593260765076,0.45323121547698975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,0.3953961431980133,60.965104818344116,0.013935524970293045,4.0854082107543945,4.8663544e-05,0.05381028726696968,0.09130971878767014,0.2715142071247101,0.5381028056144714,0.4565461277961731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,0.3980627655982971,60.905142307281494,0.013780305162072182,4.069019794464111,4.8614045e-05,0.05410507321357727,0.09181742370128632,0.2739197313785553,0.5410506725311279,0.45908957719802856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,0.39952367544174194,60.9483699798584,0.013914240524172783,4.055089473724365,4.8564547e-05,0.05421190708875656,0.09214892238378525,0.27526625990867615,0.5421213507652283,0.46074703335762024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,0.40209704637527466,60.936809062957764,0.014230421744287014,4.039297103881836,4.851505e-05,0.054525185376405716,0.09288627654314041,0.2771387994289398,0.5452516078948975,0.4644313156604767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,0.40498998761177063,60.923383474349976,0.014146110974252224,4.021000385284424,4.846555e-05,0.05486929044127464,0.09339771419763565,0.27954667806625366,0.5486950874328613,0.4669911563396454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,0.40661516785621643,60.87392473220825,0.014442546293139458,4.006404876708984,4.8416052e-05,0.0550803579390049,0.09381524473428726,0.2808464467525482,0.5508060455322266,0.46907639503479004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,0.40878504514694214,60.90078592300415,0.01447075605392456,3.995084524154663,4.8366554e-05,0.05528021976351738,0.09425290673971176,0.2829083204269409,0.5528025031089783,0.4712645411491394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,0.41039136052131653,60.87329697608948,0.014486352913081646,3.98276686668396,4.8317055e-05,0.0554172620177269,0.09455164521932602,0.2847738564014435,0.5541723966598511,0.4727606773376465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,0.4130754768848419,60.906760692596436,0.014379041269421577,3.9651546478271484,4.8267557e-05,0.05575645714998245,0.09514962881803513,0.2869900166988373,0.5575644373893738,0.4757459759712219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,0.4148235321044922,60.9255268573761,0.01449764333665371,3.9513168334960938,4.821806e-05,0.055859778076410294,0.09543395042419434,0.2891547679901123,0.5585954189300537,0.47717198729515076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,0.4170657992362976,60.869221448898315,0.014443895779550076,3.9370574951171875,4.816856e-05,0.056118108332157135,0.0959893986582756,0.2908893823623657,0.5611832737922668,0.4799492359161377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0.4185876250267029,60.930530309677124,0.014855507761240005,3.923823356628418,4.8119062e-05,0.05622190237045288,0.09623713046312332,0.29274553060531616,0.5622189044952393,0.48118355870246887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,0.42062243819236755,60.93196439743042,0.014756358228623867,3.9130451679229736,4.8069563e-05,0.05643181875348091,0.09679029881954193,0.29437726736068726,0.5643181800842285,0.4839514195919037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,0.42282813787460327,60.94435167312622,0.01482099574059248,3.8987925052642822,4.8020065e-05,0.056718893349170685,0.097305528819561,0.29590848088264465,0.5671865940093994,0.48652762174606323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,0.4240356981754303,60.92254424095154,0.015158765949308872,3.888953924179077,4.7970567e-05,0.056835077702999115,0.09752994030714035,0.2971287965774536,0.5683507919311523,0.48764973878860474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,0.4252696633338928,60.92454385757446,0.015245609916746616,3.8798036575317383,4.792107e-05,0.05697721242904663,0.09774219244718552,0.2982976734638214,0.5697697997093201,0.48871105909347534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,0.4266643524169922,60.94443202018738,0.015175068750977516,3.8680546283721924,4.787157e-05,0.057104144245386124,0.09802928566932678,0.2995997667312622,0.5710415244102478,0.49014410376548767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0.42820942401885986,60.93642711639404,0.015284602530300617,3.8588643074035645,4.782207e-05,0.057327646762132645,0.09840144962072372,0.3006003201007843,0.5732764005661011,0.4920072853565216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,0.43031203746795654,60.93548798561096,0.015294532291591167,3.84675931930542,4.7772573e-05,0.05745948106050491,0.09883815050125122,0.3033471703529358,0.5745948553085327,0.4941883981227875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,0.4307560920715332,60.928678035736084,0.015171142295002937,3.843129873275757,4.7723075e-05,0.05756957083940506,0.0989774614572525,0.30335184931755066,0.5756959319114685,0.49488502740859985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,0.43264058232307434,60.93245506286621,0.015302504412829876,3.826422929763794,4.7673577e-05,0.05781877040863037,0.09943144023418427,0.30433136224746704,0.5781880021095276,0.49715498089790344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
